iter	Logloss
768	0.3195323407
769	0.3194321259
770	0.3193394224
771	0.3192206012
772	0.3191145754
773	0.3190097488
774	0.3189145259
775	0.3188009361
776	0.318698785
777	0.3186052029
778	0.318558097
779	0.3184701821
780	0.3183776237
781	0.3183055922
782	0.3182221313
783	0.3181204985
784	0.3180107193
785	0.3179270859
786	0.3178334708
787	0.3177273303
788	0.3176175622
789	0.3175461675
790	0.3174361844
791	0.3173529513
792	0.3172780572
793	0.3171313359
794	0.3170358167
795	0.3169269438
796	0.316779592
797	0.3166739583
798	0.3165508282
799	0.3164153718
800	0.3163247832
801	0.3162308478
802	0.3161364626
803	0.3160401829
804	0.3158618345
805	0.315782656
806	0.3157109226
807	0.3156421979
808	0.3155741265
809	0.3154898108
810	0.3153878636
811	0.3153144501
812	0.315288974
813	0.3151990984
814	0.3151061028
815	0.3150021988
816	0.3149104725
817	0.3148083302
818	0.314731287
819	0.3146520199
820	0.314591799
821	0.3145045009
822	0.3144138408
823	0.3142855112
824	0.31421427
825	0.3141363804
826	0.3140654267
827	0.313965999
828	0.3139146302
829	0.313865494
830	0.3138122129
831	0.313706579
832	0.3136160557
833	0.313480977
834	0.3133725569
835	0.313304856
836	0.313247235
837	0.3130848891
838	0.3130139295
839	0.3129823378
840	0.3128839138
841	0.3127282303
842	0.3126202342
843	0.3125371401
844	0.3123881085
845	0.3123230275
846	0.3122511442
847	0.3121402861
848	0.3120949467
849	0.3120091956
850	0.3119789049
851	0.3119033853
852	0.311789873
853	0.3117178212
854	0.3117021118
855	0.311622569
856	0.3115352771
857	0.3113808619
858	0.3113332261
859	0.3112146603
860	0.3111208876
861	0.3110205964
862	0.3109578699
863	0.3108909994
864	0.3107671342
865	0.3106304056
866	0.3105780183
867	0.3105231984
868	0.3104605971
869	0.3103128787
870	0.3102273054
871	0.3100801716
872	0.3099884462
873	0.3098839324
874	0.3098295464
875	0.3097331298
876	0.3096841463
877	0.3096052509
878	0.3095538507
879	0.3094582388
880	0.3093688213
881	0.309267869
882	0.3091894394
883	0.3090845125
884	0.3089714989
885	0.3089190618
886	0.308778646
887	0.308661408
888	0.3085334009
889	0.3084665131
890	0.3083318153
891	0.308265609
892	0.3081853537
893	0.3080631092
894	0.307979163
895	0.3078987914
896	0.3078445181
897	0.3077536198
898	0.3077136929
899	0.3076343698
900	0.3075687759
901	0.3075182027
902	0.3074860112
903	0.307434216
904	0.3073092036
905	0.3072759674
906	0.3072203827
907	0.3071470952
908	0.3070827411
909	0.3070155128
910	0.3068890282
911	0.3068466022
912	0.3067777274
913	0.3066815751
914	0.3066545769
915	0.3066017484
916	0.3064817804
917	0.3063876592
918	0.3063361156
919	0.3062780601
920	0.3061877492
921	0.3061205593
922	0.3060558215
923	0.3059756428
924	0.3058496143
925	0.3057761309
926	0.30568703
927	0.305598349
928	0.3054605301
929	0.30539778
930	0.3052638258
931	0.3051785261
932	0.3050543687
933	0.3049732839
934	0.3048666285
935	0.3047969843
936	0.3046746735
937	0.304596354
938	0.3044720068
939	0.3043798974
940	0.3043089995
941	0.3041966177
942	0.3040818557
943	0.3039961282
944	0.3038655476
945	0.3037355264
946	0.3037134066
947	0.3036546616
948	0.3035368782
949	0.3034029006
950	0.3033226083
951	0.3032060838
952	0.3030896986
953	0.3029736023
954	0.3028571703
955	0.3027761792
956	0.3027409484
957	0.3026982188
958	0.3026243792
959	0.3025650959
960	0.3024476761
961	0.3023708878
962	0.3022783179
963	0.3021646728
964	0.3020207118
965	0.3019157326
966	0.30187086
967	0.3017280333
968	0.3016049121
969	0.3015482513
970	0.3014949707
971	0.3014239351
972	0.3013802607
973	0.3012439699
974	0.3011570334
975	0.3011214794
976	0.3010362464
977	0.3009688094
978	0.3008942405
979	0.3008183806
980	0.3007670286
981	0.3006993717
982	0.3006418889
983	0.3005728784
984	0.3005234966
985	0.3004443702
986	0.3003976799
987	0.3003045854
988	0.300233943
989	0.300194877
990	0.3001189886
991	0.3000516062
992	0.2999238263
993	0.2997965643
994	0.2997106999
995	0.2995846058
996	0.29948276
997	0.2993969722
998	0.2993145859
999	0.2992480681
